Host Id,Host Since,Name,Neighbourhood,Property Type,Review Scores Rating (bin),Room Type,Zipcode,Beds,Number of Records,Number Of Reviews,Price,Review Scores Rating,Host_Since
25475429,2015-01-01T00:00:00Z,"HUGE 2 bdrm, Lorimer L Stop Wburg!",Brooklyn,Apartment,NA,Entire home/apt,11211,2,1,0,315,NA,2015-01-01
25468442,2015-01-01T00:00:00Z,Perfectly Located Brooklyn Studio,Brooklyn,Apartment,95,Entire home/apt,11238,1,1,10,98,95,2015-01-01
25472836,2015-01-01T00:00:00Z,Duplex garden brownstone apt,Brooklyn,Apartment,NA,Entire home/apt,11238,1,1,0,150,NA,2015-01-01
25475562,2015-01-01T00:00:00Z,3 Bd 1.5 bath Family Friendly apt,Manhattan,Apartment,NA,Entire home/apt,10025,2,1,0,200,NA,2015-01-01
25476493,2015-01-01T00:00:00Z,Quirky BrwnStone Studio in Harlem,Manhattan,Apartment,NA,Entire home/apt,10027,1,1,0,115,NA,2015-01-01
25478399,2015-01-01T00:00:00Z,"Rockaway Beach, New York City",Queens,Apartment,65,Entire home/apt,11693,2,1,5,150,68,2015-01-01
25468672,2015-01-01T00:00:00Z,Spacious Beautifully Furnished Room,Brooklyn,Apartment,NA,Private room,11225,1,1,0,45,NA,2015-01-01
25473311,2015-01-01T00:00:00Z,Huge room Empire view window,Queens,House,100,Private room,11104,1,1,1,65,100,2015-01-01
25518711,2015-01-02T00:00:00Z,Sunny Studio Apartment,Brooklyn,Apartment,90,Entire home/apt,11201,1,1,9,150,91,2015-01-02
25497255,2015-01-02T00:00:00Z,Cozy Fort Greene 1 Bedroom Suite,Brooklyn,Apartment,85,Entire home/apt,11205,2,1,19,160,89,2015-01-02
25512110,2015-01-02T00:00:00Z,WILLIAMSBURG APT 2 bed 1 1/2 bath,Brooklyn,Apartment,NA,Entire home/apt,11211,3,1,0,290,NA,2015-01-02
25503836,2015-01-02T00:00:00Z,Spacious master BDRM in heart of BK,Brooklyn,Apartment,100,Entire home/apt,11232,1,1,3,60,100,2015-01-02
25520865,2015-01-02T00:00:00Z,SUNNY HISTORIC BROWNSTONE.,Brooklyn,Apartment,NA,Entire home/apt,11249,2,1,0,150,NA,2015-01-02
25517227,2015-01-02T00:00:00Z,Williamsburg Loft!!! Brooklyn:)!!!!,Brooklyn,Loft,90,Entire home/apt,11206,2,1,37,99,94,2015-01-02
25494876,2015-01-02T00:00:00Z,Newly ren.  & clean Apt in LES,Manhattan,Apartment,100,Entire home/apt,10002,1,1,2,99,100,2015-01-02
25502378,2015-01-02T00:00:00Z,Cozy Studio in the East Village,Manhattan,Apartment,95,Entire home/apt,10003,1,1,12,110,97,2015-01-02
25495114,2015-01-02T00:00:00Z,spacious and beautiful apt,Manhattan,Apartment,NA,Entire home/apt,10009,1,1,0,190,NA,2015-01-02
25518844,2015-01-02T00:00:00Z,Charming West Village studio,Manhattan,Apartment,90,Entire home/apt,10011,1,1,10,230,91,2015-01-02
25503877,2015-01-02T00:00:00Z,Beautiful Greenwich Village Studio,Manhattan,Apartment,90,Entire home/apt,10012,1,1,19,180,90,2015-01-02
25479415,2015-01-02T00:00:00Z,Clean & Spacious 1BR UWS Apt,Manhattan,Apartment,NA,Entire home/apt,10023,1,1,0,260,NA,2015-01-02
25500607,2015-01-02T00:00:00Z,Spacious 1 BDRM Duplex,Manhattan,Apartment,100,Entire home/apt,10039,1,1,4,110,100,2015-01-02
25514505,2015-01-02T00:00:00Z,Cozy Lenox Hill Studio,Manhattan,Apartment,85,Entire home/apt,10065,1,1,9,120,89,2015-01-02
25516576,2015-01-02T00:00:00Z,Guests are always welcome,Brooklyn,Apartment,100,Private room,11207,1,1,1,69,100,2015-01-02
25512110,2015-01-02T00:00:00Z,Amazing Master Bedroom,Brooklyn,Apartment,NA,Private room,11211,1,1,0,100,NA,2015-01-02
25517905,2015-01-02T00:00:00Z,Beautiful Central Park View,Manhattan,Apartment,85,Private room,NA,1,1,12,99,87,2015-01-02
25482104,2015-01-02T00:00:00Z,Cosy Single Bedroom in Gramercy,Manhattan,Apartment,60,Private room,10010,1,1,2,69,60,2015-01-02
25514311,2015-01-02T00:00:00Z,"Murray Hill, Private One Bedroom",Manhattan,Apartment,100,Private room,10016,1,1,1,125,100,2015-01-02
25517905,2015-01-02T00:00:00Z,Amazing Central Park view,Manhattan,Apartment,75,Private room,10025,3,1,16,120,76,2015-01-02
25517905,2015-01-02T00:00:00Z,LOVE Central Park Room Private Bath,Manhattan,Apartment,85,Private room,10025,1,1,12,99,87,2015-01-02
25516046,2015-01-02T00:00:00Z,Quiet room in Harlem,Manhattan,Apartment,100,Private room,10035,1,1,2,65,100,2015-01-02
25479861,2015-01-02T00:00:00Z,A place to call home. A large room!,Queens,Apartment,NA,Private room,11104,1,1,1,79,NA,2015-01-02
25517905,2015-01-02T00:00:00Z,Charming New York,Queens,Apartment,70,Private room,11372,1,1,4,50,73,2015-01-02
25502436,2015-01-02T00:00:00Z,Private space in Brooklyn Heights,Brooklyn,Townhouse,NA,Shared room,11201,1,1,0,95,NA,2015-01-02
25521114,2015-01-02T00:00:00Z,Cozy apartment on East 122nd Street,Manhattan,Apartment,NA,Shared room,10035,1,1,1,55,NA,2015-01-02
25543902,2015-01-03T00:00:00Z,Williamsburg Loft with City Views,Brooklyn,Loft,NA,Entire home/apt,11249,2,1,0,155,NA,2015-01-03
25551160,2015-01-03T00:00:00Z,Romantic 1800's 3 Day Get Away NYC,Manhattan,Apartment,NA,Entire home/apt,10014,1,1,0,225,NA,2015-01-03
25525211,2015-01-03T00:00:00Z,Near 8 trains Room own WC/SpaShower,Brooklyn,Apartment,90,Private room,11201,1,1,3,118,90,2015-01-03
25552241,2015-01-03T00:00:00Z,Large Bedroom in Brooklyn Apartment,Brooklyn,Apartment,NA,Private room,11206,1,1,0,33,NA,2015-01-03
25545729,2015-01-03T00:00:00Z,awesome room w balcony in Brooklyn!,Brooklyn,Apartment,NA,Private room,11207,1,1,0,60,NA,2015-01-03
25545558,2015-01-03T00:00:00Z,Cozy Nook in Bushwick,Brooklyn,Apartment,100,Private room,11237,1,1,4,48,100,2015-01-03
25548541,2015-01-03T00:00:00Z,Stylish Apt w/ outdoor porch,Manhattan,Apartment,100,Private room,10002,1,1,1,98,100,2015-01-03
25561457,2015-01-03T00:00:00Z,Beautiful&Clean Full bed room,Manhattan,Apartment,100,Private room,10029,1,1,2,65,100,2015-01-03
25561457,2015-01-03T00:00:00Z,Beautiful&Clean LoftSingle room $65,Manhattan,Apartment,65,Private room,10029,1,1,4,65,65,2015-01-03
25561457,2015-01-03T00:00:00Z,beautiful&clean Queen room $70,Manhattan,Apartment,80,Private room,10029,1,1,5,70,80,2015-01-03
25561457,2015-01-03T00:00:00Z,Beautiful&Clean Single room2,Manhattan,Apartment,NA,Private room,10029,1,1,1,65,NA,2015-01-03
25561457,2015-01-03T00:00:00Z,Beautiul&Clean Single room$65,Manhattan,Apartment,75,Private room,10029,1,1,4,65,75,2015-01-03
25541453,2015-01-03T00:00:00Z,Charming furnished room near subway,Brooklyn,Bed & Breakfast,NA,Shared room,11210,1,1,0,70,NA,2015-01-03
25593193,2015-01-04T00:00:00Z,Spacious East Williamsburg Home,Brooklyn,Apartment,90,Entire home/apt,11206,1,1,10,140,94,2015-01-04
25612896,2015-01-04T00:00:00Z,Cozy Brooklyn 1br apartment,Brooklyn,Apartment,100,Entire home/apt,11215,2,1,1,75,100,2015-01-04
25603684,2015-01-04T00:00:00Z,"NYC LOFT 3BR NEAR TIMES SQ,EMPIREBD",Manhattan,Apartment,50,Entire home/apt,10001,3,1,2,399,50,2015-01-04
25603684,2015-01-04T00:00:00Z,"NYC LOFT 5BR NEAR TIMES SQ,EMPIREBD",Manhattan,Apartment,90,Entire home/apt,10001,9,1,10,650,92,2015-01-04
25603684,2015-01-04T00:00:00Z,"NYC Studio Near TIMES SQ, EMPIRE BD",Manhattan,Apartment,65,Entire home/apt,10001,3,1,5,195,68,2015-01-04
25581535,2015-01-04T00:00:00Z,Luxury Soho studio w/ large kitchen,Manhattan,Apartment,100,Entire home/apt,10012,1,1,5,350,100,2015-01-04
25605949,2015-01-04T00:00:00Z,SUPER COOL WEST VILLAGE APARTMENT,Manhattan,Apartment,NA,Entire home/apt,10014,1,1,0,280,NA,2015-01-04
25605887,2015-01-04T00:00:00Z,Beautiful One Bedroom Apartment,Manhattan,Apartment,NA,Entire home/apt,10019,1,1,0,450,NA,2015-01-04
25591354,2015-01-04T00:00:00Z,Amazing 1 bedroom in Manhattan!,Manhattan,Apartment,80,Entire home/apt,10022,3,1,2,180,80,2015-01-04
25612488,2015-01-04T00:00:00Z,Lincoln Center Studio on the Park,Manhattan,Apartment,100,Entire home/apt,10023,1,1,3,200,100,2015-01-04
25599949,2015-01-04T00:00:00Z,New Luxury Harlem 1BR  near subway,Manhattan,Apartment,100,Entire home/apt,10029,3,1,2,190,100,2015-01-04
25602417,2015-01-04T00:00:00Z,Modern One Bed Apt Near Time Square,Manhattan,Apartment,NA,Entire home/apt,10036,2,1,0,250,NA,2015-01-04
25597044,2015-01-04T00:00:00Z,Upper East Side 1 Bedroom,Manhattan,Apartment,NA,Entire home/apt,10075,1,1,0,200,NA,2015-01-04
25593214,2015-01-04T00:00:00Z,Great Apt in Battery Park City,Manhattan,Apartment,80,Entire home/apt,10280,2,1,2,185,80,2015-01-04
25606420,2015-01-04T00:00:00Z,Mint One Bedroom Apt (1st floor) -,Queens,Apartment,100,Entire home/apt,11367,1,1,5,90,100,2015-01-04
25604908,2015-01-04T00:00:00Z,Room in gorgeous 3 Bd brownstone,Brooklyn,Apartment,NA,Private room,11206,1,1,0,70,NA,2015-01-04
25605949,2015-01-04T00:00:00Z,SUPER COOL WEST VILLAGE APARTMENT,Manhattan,Apartment,80,Private room,10014,1,1,7,140,83,2015-01-04
25612960,2015-01-04T00:00:00Z,Private Room/Convenient/Clean,Manhattan,Apartment,NA,Private room,10037,1,1,0,72,NA,2015-01-04
25615380,2015-01-04T00:00:00Z,Apt. Próximo a estação de metrô,Manhattan,Apartment,NA,Private room,10040,1,1,0,70,NA,2015-01-04
25583017,2015-01-04T00:00:00Z,1 BR for Rent in LIC Apartment,Queens,Apartment,NA,Private room,11101,1,1,0,150,NA,2015-01-04
25602663,2015-01-04T00:00:00Z,great cozy room  5 minutes to city,Queens,Apartment,NA,Private room,11101,3,1,0,90,NA,2015-01-04
25634943,2015-01-05T00:00:00Z,East Village/Union Square Studio,Manhattan,Apartment,85,Entire home/apt,10003,1,1,10,250,89,2015-01-05
25646971,2015-01-05T00:00:00Z,A quintessential downtown NYC loft,Manhattan,Apartment,NA,Entire home/apt,10007,2,1,0,300,NA,2015-01-05
25634943,2015-01-05T00:00:00Z,"Spacious, Sunny Murray Hill Studio",Manhattan,Apartment,NA,Entire home/apt,10016,2,1,0,200,NA,2015-01-05
25639040,2015-01-05T00:00:00Z,Charming 1BR apt in Upper West Side,Manhattan,Apartment,NA,Entire home/apt,10024,1,1,0,149,NA,2015-01-05
25642796,2015-01-05T00:00:00Z,Cozy studio close to Central Park!,Manhattan,House,NA,Entire home/apt,10128,1,1,0,255,NA,2015-01-05
25641892,2015-01-05T00:00:00Z,Newly Renovated 1 Bedroom Apartment,Staten Island,House,NA,Entire home/apt,10301,2,1,0,99,NA,2015-01-05
25641892,2015-01-05T00:00:00Z,Newly Renovated 1 Bedroom Apartment,Staten Island,House,60,Entire home/apt,10301,2,1,1,79,60,2015-01-05
25641892,2015-01-05T00:00:00Z,Charming private Studio,Staten Island,House,95,Entire home/apt,10310,2,1,43,75,95,2015-01-05
25657835,2015-01-05T00:00:00Z,"Cozy, clean, private 1 bdrm",Brooklyn,Apartment,100,Private room,11216,1,1,1,50,100,2015-01-05
25618304,2015-01-05T00:00:00Z,"Cute, Comfortable, and Quiet Room",Brooklyn,Apartment,100,Private room,11221,1,1,1,64,100,2015-01-05
25659608,2015-01-05T00:00:00Z,Cozy Room with Private Entry!,Brooklyn,House,90,Private room,11221,1,1,12,90,93,2015-01-05
25642715,2015-01-05T00:00:00Z,Comfortable Lower East Side 2 BR,Manhattan,Apartment,NA,Private room,10002,1,1,0,200,NA,2015-01-05
25651036,2015-01-05T00:00:00Z,Spacious Bright & New with Rooftop,Manhattan,Apartment,100,Private room,10002,1,1,1,110,100,2015-01-05
25650932,2015-01-05T00:00:00Z,Tasteful & cheap E. Village room!,Manhattan,Apartment,NA,Private room,10009,1,1,0,109,NA,2015-01-05
25651173,2015-01-05T00:00:00Z,3 mins from Grand Central!,Queens,Apartment,90,Private room,11101,1,1,10,90,94,2015-01-05
25645531,2015-01-05T00:00:00Z,"Beautiful Space, 20m from Manhattan",Brooklyn,Apartment,95,Shared room,11226,2,1,11,70,98,2015-01-05
25634943,2015-01-05T00:00:00Z,Queen Futon In Lux Murray Hill 1BR,Manhattan,Apartment,NA,Shared room,10016,2,1,0,100,NA,2015-01-05
25666522,2015-01-05T00:00:00Z,2 beds in Midtown Manhattan Midrise,Manhattan,Apartment,95,Shared room,10019,2,1,24,150,97,2015-01-05
25689357,2015-01-06T00:00:00Z,Brownstone 1BR in Historic Bed-Stuy,Brooklyn,Apartment,95,Entire home/apt,11233,3,1,11,125,98,2015-01-06
25709393,2015-01-06T00:00:00Z,Huge Studio apartment in Union Sq,Manhattan,Apartment,90,Entire home/apt,10003,1,1,2,180,90,2015-01-06
25715088,2015-01-06T00:00:00Z,Spacious 2 bedroom in East Village,Manhattan,Apartment,90,Entire home/apt,10003,2,1,4,300,90,2015-01-06
25698724,2015-01-06T00:00:00Z,Spectacular Chelsea 1 Bedroom,Manhattan,Apartment,95,Entire home/apt,10011,1,1,4,365,95,2015-01-06
25702643,2015-01-06T00:00:00Z,Luxury 1 bedroom Manhattan,Manhattan,Apartment,NA,Entire home/apt,10011,1,1,0,255,NA,2015-01-06
25720293,2015-01-06T00:00:00Z,Chelsea Oasis 1 Bedroom Brownstone,Manhattan,Apartment,100,Entire home/apt,10011,1,1,6,698,100,2015-01-06
25687084,2015-01-06T00:00:00Z,Private Apartment at Midtown East,Manhattan,Apartment,70,Entire home/apt,10017,1,1,8,127,73,2015-01-06
25680262,2015-01-06T00:00:00Z,Newly Renovated 2 BDR Apt/Manhattan,Manhattan,Apartment,80,Entire home/apt,10019,2,1,20,229,80,2015-01-06
25697753,2015-01-06T00:00:00Z,Large apartment near Columbia Univ,Manhattan,Apartment,100,Entire home/apt,10025,2,1,1,170,100,2015-01-06
25667843,2015-01-06T00:00:00Z,"Bright, quiet, convenient, roomy",Manhattan,Apartment,100,Entire home/apt,10128,2,1,1,225,100,2015-01-06
25719518,2015-01-06T00:00:00Z,Cute and Quaint 1 Bedroom!,Manhattan,Apartment,80,Entire home/apt,10128,2,1,30,145,80,2015-01-06
25705189,2015-01-06T00:00:00Z,Sunny apartment in the heart of LIC,Queens,Apartment,NA,Entire home/apt,11101,2,1,0,100,NA,2015-01-06
25700567,2015-01-06T00:00:00Z,Huge 1 BR/ 1BA 15mins to Times Sq.,Queens,Apartment,95,Entire home/apt,11104,2,1,18,89,95,2015-01-06
25686141,2015-01-06T00:00:00Z,Two Bedroom Apartment,Queens,Apartment,65,Entire home/apt,11417,3,1,7,99,69,2015-01-06
25681770,2015-01-06T00:00:00Z,"Water view, beach and boardwalk.",Staten Island,Townhouse,NA,Entire home/apt,10305,1,1,0,66,NA,2015-01-06
25708679,2015-01-06T00:00:00Z,BK bedroom attached to a sunny deck,Brooklyn,Apartment,NA,Private room,11217,1,1,0,100,NA,2015-01-06
25712247,2015-01-06T00:00:00Z,Sunny room in GPoint/Williamsburg,Brooklyn,Apartment,NA,Private room,11222,1,1,0,140,NA,2015-01-06
25711730,2015-01-06T00:00:00Z,1 Bedroom in a Williamsburg Loft,Brooklyn,Apartment,NA,Private room,11249,1,1,0,85,NA,2015-01-06
25697284,2015-01-06T00:00:00Z,Brooklyn Brownstone Room w Backyard,Brooklyn,House,NA,Private room,11216,1,1,0,75,NA,2015-01-06
25713312,2015-01-06T00:00:00Z,ROOM IN GRAMERCY APARTMENT,Manhattan,Apartment,NA,Private room,10009,1,1,0,175,NA,2015-01-06
25720330,2015-01-06T00:00:00Z,Private room - Upper West Manhattan,Manhattan,Apartment,100,Private room,10025,1,1,6,90,100,2015-01-06
25688822,2015-01-06T00:00:00Z,Harlem W.  2blocks of Central Park,Manhattan,Apartment,100,Private room,10026,1,1,2,95,100,2015-01-06
25715117,2015-01-06T00:00:00Z,Near Subway -15 min to Manhattan,Queens,Apartment,80,Private room,11106,2,1,2,95,80,2015-01-06
25709508,2015-01-06T00:00:00Z,"Habitacion en Queens, New York",Queens,House,NA,Private room,11421,1,1,0,100,NA,2015-01-06
25715668,2015-01-06T00:00:00Z,Habitacion privada en Queens New Yo,Queens,House,NA,Private room,11421,1,1,0,90,NA,2015-01-06
25681770,2015-01-06T00:00:00Z,Beauitful 1 bedrm plus pvt bath,Staten Island,Townhouse,100,Private room,10305,1,1,2,57,100,2015-01-06
25745295,2015-01-07T00:00:00Z,A special home in Brooklyn,Brooklyn,Apartment,95,Entire home/apt,11205,3,1,26,295,98,2015-01-07
25762289,2015-01-07T00:00:00Z,Two Bedroom in Brooklyn,Brooklyn,Apartment,NA,Entire home/apt,11222,1,1,0,185,NA,2015-01-07
25764651,2015-01-07T00:00:00Z,Gorgeous Luxury Apartment,Manhattan,Apartment,NA,Entire home/apt,10001,1,1,0,400,NA,2015-01-07
25740061,2015-01-07T00:00:00Z,Huge One Bed / Super High Ceilings,Manhattan,Apartment,80,Entire home/apt,10003,1,1,2,350,80,2015-01-07
25744379,2015-01-07T00:00:00Z,A Beautiful and Sunny Artist's Home,Queens,Apartment,90,Entire home/apt,11102,1,1,4,135,93,2015-01-07
25767282,2015-01-07T00:00:00Z,The Perfect Modern Forest Hills Apt,Queens,Apartment,85,Entire home/apt,11375,2,1,10,95,89,2015-01-07
25749723,2015-01-07T00:00:00Z,Huge NYC Studio in Great Area,Queens,House,75,Entire home/apt,11370,2,1,6,70,76,2015-01-07
25749723,2015-01-07T00:00:00Z,NYC Private Bedroom+Bathroom Combo,Queens,House,70,Entire home/apt,11370,1,1,9,75,73,2015-01-07
25721143,2015-01-07T00:00:00Z,Cozy room in our new apartment.,Brooklyn,Apartment,95,Private room,11207,1,1,17,59,95,2015-01-07
25742941,2015-01-07T00:00:00Z,Amazing Williamsburg Apartment,Brooklyn,Apartment,95,Private room,11211,1,1,5,100,96,2015-01-07
25747916,2015-01-07T00:00:00Z,Beautiful apt. 1 block to the Q.,Brooklyn,Apartment,NA,Private room,11230,1,1,0,100,NA,2015-01-07
25757883,2015-01-07T00:00:00Z,交通便利で綺麗なブルックリンの個室,Brooklyn,Apartment,95,Private room,11237,1,1,7,45,97,2015-01-07
25745976,2015-01-07T00:00:00Z,East Village Private Bedroom,Manhattan,Apartment,100,Private room,10009,1,1,1,200,100,2015-01-07
25745976,2015-01-07T00:00:00Z,Queen Bedroom in East Village,Manhattan,Apartment,90,Private room,10009,1,1,3,85,93,2015-01-07
25741759,2015-01-07T00:00:00Z,Huge Bedroom Next To Empire State,Manhattan,Apartment,75,Private room,10016,1,1,23,70,79,2015-01-07
25741759,2015-01-07T00:00:00Z,Sunny Bedroom Next To Empire State,Manhattan,Apartment,80,Private room,10016,1,1,22,60,84,2015-01-07
25773982,2015-01-07T00:00:00Z,"Enjoy Central Park,",Manhattan,Apartment,95,Private room,10028,1,1,12,78,95,2015-01-07
25755313,2015-01-07T00:00:00Z,Nice bedroom,Manhattan,Apartment,NA,Private room,10035,1,1,0,69,NA,2015-01-07
25749723,2015-01-07T00:00:00Z,Awesome room NYC; Special Rate,Queens,House,80,Private room,11370,1,1,9,67,80,2015-01-07
25749723,2015-01-07T00:00:00Z,Beautiful NYC Private Room :),Queens,House,NA,Private room,11370,1,1,0,70,NA,2015-01-07
25741759,2015-01-07T00:00:00Z,Futon Next To Empire State&Times Sq,Manhattan,Apartment,80,Shared room,10016,1,1,10,40,80,2015-01-07
25749723,2015-01-07T00:00:00Z,Livingroom with a bed+dividers,Queens,House,NA,Shared room,11370,1,1,0,30,NA,2015-01-07
