Host Id,Host Since,Name,Neighbourhood,Property Type,Review Scores Rating (bin),Room Type,Zipcode,Beds,Number of Records,Number Of Reviews,Price,Review Scores Rating,Host_Since
26595884,2015-01-23T00:00:00Z,family friendly loft downtown nyc,Manhattan,Apartment,NA,Entire home/apt,10012,3,1,0,400,NA,2015-01-23
26604132,2015-01-23T00:00:00Z,ZEN Space China Town,Manhattan,Apartment,100,Entire home/apt,10013,1,1,2,175,100,2015-01-23
26590592,2015-01-23T00:00:00Z,Upper West Side 1 Bedroom Townhouse,Manhattan,Apartment,NA,Entire home/apt,10023,1,1,0,200,NA,2015-01-23
26603840,2015-01-23T00:00:00Z,"* QUIET, CLEAN, BRIGHT, East 60's *",Manhattan,Apartment,90,Entire home/apt,10065,1,1,3,229,93,2015-01-23
26606802,2015-01-23T00:00:00Z,Spacious West Village Dream Loft,Manhattan,Loft,100,Entire home/apt,10014,2,1,2,595,100,2015-01-23
26596078,2015-01-23T00:00:00Z,Spacious Sunny Yogic Bedroom,Brooklyn,Apartment,80,Private room,11206,1,1,5,68,80,2015-01-23
26595479,2015-01-23T00:00:00Z,Cozy & Convenient Room in Bed-Stuy,Brooklyn,Apartment,NA,Private room,11216,1,1,0,45,NA,2015-01-23
26586864,2015-01-23T00:00:00Z,Beautiful Spacious Bed-Stuy bedroom,Brooklyn,Apartment,100,Private room,11221,1,1,1,68,100,2015-01-23
26582274,2015-01-23T00:00:00Z,Great Room near Tomkins Square Park,Manhattan,Apartment,100,Private room,10009,1,1,1,50,100,2015-01-23
26584615,2015-01-23T00:00:00Z,ROOM N QUEENS BEACH VIEW 20th Floor,Queens,Apartment,NA,Private room,11691,2,1,0,100,NA,2015-01-23
26627378,2015-01-24T00:00:00Z,Luxury 2BR 2bath Gramercy apartment,Manhattan,Apartment,100,Entire home/apt,10003,3,1,5,309,100,2015-01-24
26627436,2015-01-24T00:00:00Z,Lovely room in 2 bedroom apartment,Manhattan,Apartment,95,Private room,10030,1,1,9,89,95,2015-01-24
26640253,2015-01-24T00:00:00Z,Convenience & Tranquility,Manhattan,Apartment,100,Private room,10031,1,1,1,110,100,2015-01-24
26641037,2015-01-24T00:00:00Z,Room for two people New York,Manhattan,Apartment,60,Private room,10128,1,1,1,120,60,2015-01-24
26647081,2015-01-24T00:00:00Z,1 Bedroom Apartment (Times Square),Manhattan,Apartment,NA,Shared room,10036,1,1,0,75,NA,2015-01-24
26681543,2015-01-25T00:00:00Z,2 Bedroom Apartment,Brooklyn,Apartment,NA,Entire home/apt,11207,2,1,0,115,NA,2015-01-25
26689336,2015-01-25T00:00:00Z,Huge apartment by the L Train.,Brooklyn,Apartment,NA,Entire home/apt,11211,2,1,0,150,NA,2015-01-25
26702895,2015-01-25T00:00:00Z,Prime East Village-Charming 1BD,Manhattan,Apartment,90,Entire home/apt,10003,1,1,14,199,90,2015-01-25
26669134,2015-01-25T00:00:00Z,Idyllic W. Village One Bedroom,Manhattan,Apartment,90,Entire home/apt,10014,1,1,14,175,91,2015-01-25
26706093,2015-01-25T00:00:00Z,Upper East Side Comfortable Studio,Manhattan,Apartment,100,Entire home/apt,10028,2,1,1,125,100,2015-01-25
26696927,2015-01-25T00:00:00Z,Room in East Williamsburg,Brooklyn,Apartment,NA,Private room,11206,2,1,0,90,NA,2015-01-25
26710027,2015-01-25T00:00:00Z,"Cozy, sunny private room",Brooklyn,House,95,Private room,11233,1,1,6,55,97,2015-01-25
26703035,2015-01-25T00:00:00Z,Private Bedroom in shared 2-bedroom,Manhattan,Apartment,95,Private room,10002,2,1,11,89,96,2015-01-25
26682398,2015-01-25T00:00:00Z,Private Room in East Village!,Manhattan,Apartment,NA,Private room,10003,1,1,0,125,NA,2015-01-25
26684579,2015-01-25T00:00:00Z,Bedroom available,Queens,Apartment,65,Private room,11367,1,1,4,60,65,2015-01-25
26736201,2015-01-26T00:00:00Z,Lower East Side Getaway,Manhattan,Apartment,90,Entire home/apt,10002,2,1,15,165,91,2015-01-26
26759289,2015-01-26T00:00:00Z,Stylish Studio on charming street,Manhattan,Apartment,90,Entire home/apt,10003,1,1,6,150,93,2015-01-26
26723635,2015-01-26T00:00:00Z,Studio w incredible East River view,Manhattan,Apartment,80,Entire home/apt,10029,1,1,1,119,80,2015-01-26
26730772,2015-01-26T00:00:00Z,BEAUTIFUL NEWLY RENOVATED 2 BR APT,Manhattan,Apartment,75,Entire home/apt,10035,3,1,12,209,75,2015-01-26
26740596,2015-01-26T00:00:00Z,Uptown Comfort! Spacious & Sunny!,Manhattan,Apartment,85,Entire home/apt,10037,1,1,8,130,88,2015-01-26
26712901,2015-01-26T00:00:00Z,Amazing Studio in Wall St Area,Manhattan,Apartment,100,Entire home/apt,10038,1,1,8,190,100,2015-01-26
26729553,2015-01-26T00:00:00Z,The Heart Of Brooklyn,Brooklyn,House,NA,Private room,11208,1,1,0,90,NA,2015-01-26
26732630,2015-01-26T00:00:00Z,"Large, Furnished East Village Room",Manhattan,Apartment,NA,Private room,10003,1,1,0,115,NA,2015-01-26
26739861,2015-01-26T00:00:00Z,Amazing location.,Manhattan,Apartment,NA,Private room,10022,1,1,0,120,NA,2015-01-26
26750518,2015-01-26T00:00:00Z,sf apt,Manhattan,Apartment,NA,Private room,10128,1,1,0,150,NA,2015-01-26
26815831,2015-01-27T00:00:00Z,1BR apt in Brooklyn Heights,Brooklyn,Apartment,NA,Entire home/apt,11201,1,1,0,150,NA,2015-01-27
26813024,2015-01-27T00:00:00Z,Luxurious Spacious Loft in Chelsea!,Manhattan,Apartment,NA,Entire home/apt,10001,2,1,0,250,NA,2015-01-27
26803053,2015-01-27T00:00:00Z,Lofted bedroom apt in Gramercy park,Manhattan,Apartment,NA,Entire home/apt,10010,1,1,0,170,NA,2015-01-27
26813024,2015-01-27T00:00:00Z,Amazing Chelsea studio!,Manhattan,Apartment,NA,Entire home/apt,10011,1,1,0,225,NA,2015-01-27
26812573,2015-01-27T00:00:00Z,Large Bright Apartment,Manhattan,Apartment,NA,Entire home/apt,10014,3,1,0,400,NA,2015-01-27
26781249,2015-01-27T00:00:00Z,Luxury Upper East Side Studio Apt,Manhattan,Apartment,90,Entire home/apt,10021,2,1,3,150,90,2015-01-27
26804993,2015-01-27T00:00:00Z,Charming 1BR Steps to Central Park,Manhattan,Apartment,85,Entire home/apt,10023,1,1,9,200,89,2015-01-27
26811024,2015-01-27T00:00:00Z,Charming Apartment - up to 4 people,Manhattan,Apartment,80,Entire home/apt,10023,1,1,3,169,80,2015-01-27
26818265,2015-01-27T00:00:00Z,Enjoy a comfy apartment on the UWS,Manhattan,Apartment,100,Entire home/apt,10025,3,1,1,250,100,2015-01-27
26804885,2015-01-27T00:00:00Z,Quaint Madison Ave Apt,Manhattan,Apartment,100,Entire home/apt,10029,2,1,3,100,100,2015-01-27
26822463,2015-01-27T00:00:00Z,One Month Rental,Manhattan,Apartment,NA,Entire home/apt,10029,1,1,0,150,NA,2015-01-27
26804675,2015-01-27T00:00:00Z,Cozy 2br in Upper East Side,Manhattan,Apartment,NA,Entire home/apt,10128,2,1,0,200,NA,2015-01-27
26807866,2015-01-27T00:00:00Z,HUGE 1 Bedroom in Sunnyside,Queens,Apartment,100,Entire home/apt,11104,2,1,7,100,100,2015-01-27
26818210,2015-01-27T00:00:00Z,Large 1br in Astoria 800sqft,Queens,Apartment,100,Entire home/apt,11105,1,1,1,150,100,2015-01-27
26818023,2015-01-27T00:00:00Z,Cute bedroom!,Brooklyn,Apartment,NA,Private room,11206,1,1,0,50,NA,2015-01-27
26791399,2015-01-27T00:00:00Z,Spacious Park Slope Duplex,Brooklyn,Apartment,95,Private room,11215,1,1,13,89,97,2015-01-27
26815391,2015-01-27T00:00:00Z,Large room in two-floor apt.,Brooklyn,Apartment,NA,Private room,11221,1,1,0,35,NA,2015-01-27
26792716,2015-01-27T00:00:00Z,The Total Brooklyn Experience!,Brooklyn,Apartment,NA,Private room,11237,1,1,0,65,NA,2015-01-27
26804174,2015-01-27T00:00:00Z,"Sunny East Village Room, Epic Roof",Manhattan,Apartment,100,Private room,10009,1,1,2,113,100,2015-01-27
26813558,2015-01-27T00:00:00Z,Beautiful Bedroom in Chelsea,Manhattan,Apartment,90,Private room,10011,1,1,24,99,92,2015-01-27
26813558,2015-01-27T00:00:00Z,Sunny Bedroom in the Heart of NYC,Manhattan,Apartment,90,Private room,10011,1,1,33,99,91,2015-01-27
26812573,2015-01-27T00:00:00Z,A bright room with a view!,Manhattan,Apartment,85,Private room,10014,1,1,16,150,88,2015-01-27
26812573,2015-01-27T00:00:00Z,Great room with a Hudson River view,Manhattan,Apartment,100,Private room,10014,1,1,5,150,100,2015-01-27
26819117,2015-01-27T00:00:00Z,"Ideal Location, Spacious IBr",Manhattan,Apartment,100,Private room,10016,1,1,1,115,100,2015-01-27
26770295,2015-01-27T00:00:00Z,Quiet 1 bedroom near Central Park,Manhattan,Apartment,NA,Private room,10025,1,1,0,55,NA,2015-01-27
26812332,2015-01-27T00:00:00Z,UWS--Best part of Central Park,Manhattan,Apartment,NA,Private room,10025,1,1,0,88,NA,2015-01-27
26816503,2015-01-27T00:00:00Z,Huge bedroom elevator near Columbia,Manhattan,Apartment,100,Private room,10026,1,1,3,85,100,2015-01-27
26790498,2015-01-27T00:00:00Z,Large room in Hamilton Heights,Manhattan,Apartment,NA,Private room,10031,1,1,0,60,NA,2015-01-27
26820783,2015-01-27T00:00:00Z,18-12 Astoria Blvd rm 1 Guys Only,Queens,Apartment,NA,Private room,11102,1,1,0,43,NA,2015-01-27
26820783,2015-01-27T00:00:00Z,18-12 Astoria Blvd Rm2 Guys Only,Queens,Apartment,NA,Private room,11102,1,1,0,50,NA,2015-01-27
26820783,2015-01-27T00:00:00Z,25-45 23rd st#2 ROOM 1 GUYS ONLY,Queens,Apartment,NA,Private room,11102,1,1,0,37,NA,2015-01-27
26820783,2015-01-27T00:00:00Z,22-11 23rd Street Rm1 - Ladies only,Queens,Apartment,NA,Private room,11105,1,1,0,39,NA,2015-01-27
26786604,2015-01-27T00:00:00Z,Make yourself at home.,Queens,Apartment,100,Private room,11373,1,1,8,65,100,2015-01-27
26820783,2015-01-27T00:00:00Z,83-08 Dongan Av  Rm1 Ladies only,Queens,Apartment,NA,Private room,11373,1,1,0,38,NA,2015-01-27
26820783,2015-01-27T00:00:00Z,83-08 Dongan Av Rm2 Ladies Only,Queens,Apartment,NA,Private room,11373,1,1,0,37,NA,2015-01-27
26820783,2015-01-27T00:00:00Z,39-46 58th St Rm2 - Guys Only,Queens,Apartment,60,Private room,11377,1,1,1,40,60,2015-01-27
26820783,2015-01-27T00:00:00Z,"39-46 58th St,Room 1 Ladies Only",Queens,Apartment,NA,Private room,11377,1,1,0,38,NA,2015-01-27
26820783,2015-01-27T00:00:00Z,41-27 71st st. Room 1 Guys Only,Queens,Apartment,NA,Private room,11377,1,1,0,43,NA,2015-01-27
26811311,2015-01-27T00:00:00Z,Comfy Space in Williamsburg!,Brooklyn,Apartment,100,Shared room,11206,1,1,3,85,100,2015-01-27
26811024,2015-01-27T00:00:00Z,Big Sofa-bed up to 2 people,Manhattan,Apartment,90,Shared room,10023,1,1,3,90,93,2015-01-27
26877341,2015-01-28T00:00:00Z,"Bright, Cozy 1BR in Williamsburg",Brooklyn,Apartment,80,Entire home/apt,11211,1,1,6,130,84,2015-01-28
26862798,2015-01-28T00:00:00Z,Amazing Brooklyn 1BR Loft,Brooklyn,Apartment,90,Entire home/apt,11222,1,1,7,255,94,2015-01-28
26870961,2015-01-28T00:00:00Z,"Charming/comfortable 1br,Greenpoint",Brooklyn,Apartment,100,Entire home/apt,11222,1,1,1,85,100,2015-01-28
26857560,2015-01-28T00:00:00Z,United Nations Large Alcove Studio,Manhattan,Apartment,100,Entire home/apt,10022,1,1,1,240,100,2015-01-28
26861409,2015-01-28T00:00:00Z,CONFORTABLE STUDIO-UPPER EAST SIDE,Manhattan,Apartment,100,Entire home/apt,10028,1,1,2,120,100,2015-01-28
26825592,2015-01-28T00:00:00Z,3 bd Upper East Side - Roof Access,Manhattan,Apartment,NA,Entire home/apt,10065,3,1,0,300,NA,2015-01-28
26867230,2015-01-28T00:00:00Z,Room available in Dumbo Brooklyn,Brooklyn,Apartment,NA,Private room,11201,1,1,0,75,NA,2015-01-28
26877931,2015-01-28T00:00:00Z,Room Next to Subway,Brooklyn,Apartment,90,Private room,11206,1,1,14,55,91,2015-01-28
26869290,2015-01-28T00:00:00Z,Cozy bedroom in Bay Ridge,Brooklyn,Apartment,100,Private room,11220,1,1,4,65,100,2015-01-28
26877037,2015-01-28T00:00:00Z,Private Room,Brooklyn,Apartment,NA,Private room,11229,1,1,0,66,NA,2015-01-28
26862050,2015-01-28T00:00:00Z,Charming Brooklyn vibes,Brooklyn,Apartment,NA,Private room,11231,1,1,0,105,NA,2015-01-28
26852347,2015-01-28T00:00:00Z,Alphabet City Room,Manhattan,Apartment,100,Private room,10009,1,1,1,130,100,2015-01-28
26825416,2015-01-28T00:00:00Z,Exposed brick private room Gramercy,Manhattan,Apartment,NA,Private room,10016,1,1,0,95,NA,2015-01-28
26825416,2015-01-28T00:00:00Z,"Private room in Gramercy, Manhattan",Manhattan,Apartment,100,Private room,10016,1,1,1,60,100,2015-01-28
26871085,2015-01-28T00:00:00Z,Cozy + steps from Central Park!,Manhattan,Apartment,100,Private room,10029,1,1,1,99,100,2015-01-28
26874574,2015-01-28T00:00:00Z,Room in new boutique building,Manhattan,Apartment,NA,Private room,11214,NA,1,1,60,NA,2015-01-28
26856159,2015-01-28T00:00:00Z,Classic Harlem Brownstone - - NYC,Manhattan,House,90,Private room,10031,1,1,8,58,91,2015-01-28
26856159,2015-01-28T00:00:00Z,Classic Harlem Brownstone - NYC,Manhattan,House,90,Private room,10031,1,1,12,79,90,2015-01-28
26876407,2015-01-28T00:00:00Z,Semi Private Room Uptown Manhattan,Manhattan,Apartment,100,Shared room,10033,1,1,1,45,100,2015-01-28
26900762,2015-01-29T00:00:00Z,"$95/USD  Eat, Sleep & Explore NYC!",Brooklyn,Apartment,90,Entire home/apt,11205,10,1,7,95,90,2015-01-29
26929687,2015-01-29T00:00:00Z,Prime Time Williamsburg Studio,Brooklyn,Apartment,100,Entire home/apt,11211,1,1,1,110,100,2015-01-29
26908204,2015-01-29T00:00:00Z,Sunny 1 bd -Prospect Park!,Brooklyn,Apartment,95,Entire home/apt,11225,1,1,5,86,96,2015-01-29
26926958,2015-01-29T00:00:00Z,Sunny Apt Overlooking Prospect Park,Brooklyn,Apartment,100,Entire home/apt,11225,2,1,1,80,100,2015-01-29
26900762,2015-01-29T00:00:00Z,Cozy 2 BR/1BA Apt.  Sleeps 10 guest,Brooklyn,Apartment,NA,Entire home/apt,11238,5,1,0,295,NA,2015-01-29
26900762,2015-01-29T00:00:00Z,NYC Group Special!,Brooklyn,Apartment,NA,Entire home/apt,11238,5,1,0,700,NA,2015-01-29
26900762,2015-01-29T00:00:00Z,Experience Nyc $95/USD Group Stays,Brooklyn,Bed & Breakfast,80,Entire home/apt,11205,10,1,4,95,80,2015-01-29
26900762,2015-01-29T00:00:00Z,$700 PVT. 4 BR/2BA (up to 19 guest),Brooklyn,House,90,Entire home/apt,11205,10,1,3,700,93,2015-01-29
26900762,2015-01-29T00:00:00Z,Large Groups/7BR/4BA Home/$1500/USD,Brooklyn,House,100,Entire home/apt,11205,16,1,2,1500,100,2015-01-29
26899122,2015-01-29T00:00:00Z,Sunny 1bedroom with yard,Brooklyn,Townhouse,NA,Entire home/apt,11215,2,1,0,85,NA,2015-01-29
26917813,2015-01-29T00:00:00Z,"Quite, Large, Comfortable Studio",Manhattan,Apartment,80,Entire home/apt,10003,1,1,1,135,80,2015-01-29
26909538,2015-01-29T00:00:00Z,Cozy apartment in Chelsea,Manhattan,Apartment,90,Entire home/apt,10011,2,1,2,300,90,2015-01-29
26930341,2015-01-29T00:00:00Z,Chic Yet Cozy Spot In HK,Manhattan,Apartment,NA,Entire home/apt,10036,2,1,0,157,NA,2015-01-29
26919952,2015-01-29T00:00:00Z,1BR+great views/easy commute/washer,Queens,Apartment,90,Entire home/apt,11101,1,1,6,200,90,2015-01-29
26924376,2015-01-29T00:00:00Z,LOVELY TWO BEDROOMS       APARTMENT,Queens,Bed & Breakfast,80,Entire home/apt,11416,5,1,3,85,80,2015-01-29
26923225,2015-01-29T00:00:00Z,"Big, Furnished Room in Fort Greene",Brooklyn,Apartment,90,Private room,11205,1,1,2,40,90,2015-01-29
26923225,2015-01-29T00:00:00Z,Two Private Rooms in Spacious Apt,Brooklyn,Apartment,NA,Private room,11205,2,1,0,53,NA,2015-01-29
26898211,2015-01-29T00:00:00Z,Cosy room - Lower Manhattan - NYC,Manhattan,Apartment,90,Private room,10002,1,1,2,86,90,2015-01-29
26901889,2015-01-29T00:00:00Z,Art Deco Chelsea Apartment,Manhattan,Apartment,95,Private room,10011,1,1,8,110,98,2015-01-29
26908607,2015-01-29T00:00:00Z,LRG bedroom w/ private bath in FH!,Queens,House,NA,Private room,11375,2,1,0,200,NA,2015-01-29
26925894,2015-01-29T00:00:00Z,East Village Studio Like Room,Manhattan,Apartment,80,Shared room,10009,1,1,1,80,80,2015-01-29
26955105,2015-01-30T00:00:00Z,Hand Crafted Williamsburg Sanctuary,Brooklyn,Apartment,100,Entire home/apt,11211,2,1,1,130,100,2015-01-30
26951283,2015-01-30T00:00:00Z,Comfy 1 Bedroom Apt with Guest Room,Brooklyn,Apartment,80,Entire home/apt,11215,2,1,1,100,80,2015-01-30
26973225,2015-01-30T00:00:00Z,"Entire Flat, Rooftop - Williamsburg",Brooklyn,Apartment,100,Entire home/apt,11249,1,1,1,120,100,2015-01-30
26957808,2015-01-30T00:00:00Z,"Simple, Cozy, East Village Studio!",Manhattan,Apartment,90,Entire home/apt,10009,1,1,33,119,90,2015-01-30
26959087,2015-01-30T00:00:00Z,Pinterest-esque space for stay,Manhattan,Apartment,100,Entire home/apt,10016,2,1,5,160,100,2015-01-30
26953082,2015-01-30T00:00:00Z,"2BR in Hell's Kitchen! (2BR, 1BA)",Manhattan,Apartment,80,Entire home/apt,10019,3,1,23,150,81,2015-01-30
26953082,2015-01-30T00:00:00Z,2BR Steps away from Times Square!,Manhattan,Apartment,85,Entire home/apt,10019,3,1,18,150,87,2015-01-30
26936126,2015-01-30T00:00:00Z,Charming Quit Convenient 1  bedroom,Manhattan,Apartment,80,Entire home/apt,10022,1,1,7,220,83,2015-01-30
26975156,2015-01-30T00:00:00Z,Cozy East Harlem 1BD,Manhattan,Apartment,100,Entire home/apt,10035,2,1,1,100,100,2015-01-30
26953082,2015-01-30T00:00:00Z,Comfort 2BR in Hell's Kitchen,Manhattan,Apartment,90,Entire home/apt,10036,3,1,9,150,93,2015-01-30
26964515,2015-01-30T00:00:00Z,10-15 min to mid town and Central Park,Brooklyn,Apartment,90,Private room,11217,1,1,5,75,92,2015-01-30
26972198,2015-01-30T00:00:00Z,Bedroom in Greenwich Village,Manhattan,Apartment,NA,Private room,10003,1,1,0,115,NA,2015-01-30
26998839,2015-01-31T00:00:00Z,Lovely 2 Bed Apt. in Williamsburg!,Brooklyn,Apartment,NA,Entire home/apt,11206,2,1,0,145,NA,2015-01-31
26980460,2015-01-31T00:00:00Z,Sunny spacious studio,Brooklyn,Apartment,NA,Entire home/apt,11209,1,1,0,100,NA,2015-01-31
27000317,2015-01-31T00:00:00Z,Sun-Soaked Crown Heights 1-Bedroom,Brooklyn,Apartment,100,Entire home/apt,11216,1,1,4,75,100,2015-01-31
27008792,2015-01-31T00:00:00Z,New Building in Trendy Bushwick,Brooklyn,Apartment,100,Entire home/apt,11221,1,1,3,125,100,2015-01-31
27016661,2015-01-31T00:00:00Z,A Tiny Jewel in the Heart of L.E.S.,Manhattan,Apartment,95,Entire home/apt,10002,1,1,28,125,96,2015-01-31
27002104,2015-01-31T00:00:00Z,Upper West Side Brand New Building,Manhattan,Apartment,NA,Entire home/apt,10024,1,1,0,200,NA,2015-01-31
26996724,2015-01-31T00:00:00Z,Perfect Long Island City Apt!,Queens,Apartment,NA,Entire home/apt,11101,2,1,0,143,NA,2015-01-31
26998839,2015-01-31T00:00:00Z,King Size bed/room in Williamsburg!,Brooklyn,Apartment,100,Private room,11206,1,1,3,70,100,2015-01-31
27013617,2015-01-31T00:00:00Z,Comfy Room in the heart of BK!,Brooklyn,Apartment,90,Private room,11216,1,1,19,50,92,2015-01-31
26989581,2015-01-31T00:00:00Z,Room 5 min from LGA Airport,Queens,Apartment,100,Private room,11370,1,1,1,85,100,2015-01-31
